human_gene_id,mouse_gene_id,zebrafish_gene_id,gene_name,gene_biotype,description,symbol
ENSG00000186300,NA,NA,ZNF555,protein_coding,zinc finger protein 555 [Source:HGNC Symbol;Acc:HGNC:28382],ZNF555
ENSG00000172000,NA,NA,ZNF556,protein_coding,zinc finger protein 556 [Source:HGNC Symbol;Acc:HGNC:25669],ZNF556
ENSG00000088256,NA,NA,GNA11,protein_coding,G protein subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:4379],GNA11
ENSG00000141905,ENSG00000141905,NA,NFIC,protein_coding,nuclear factor I C [Source:HGNC Symbol;Acc:HGNC:7786],NFIC
ENSG00000105325,ENSG00000105325,NA,FZR1,protein_coding,fizzy and cell division cycle 20 related 1 [Source:HGNC Symbol;Acc:HGNC:24824],FZR1
ENSG00000186111,NA,NA,PIP5K1C,protein_coding,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma [Source:HGNC Symbol;Acc:HGNC:8996],PIP5K1C
ENSG00000105278,NA,ENSG00000105278,ZFR2,protein_coding,zinc finger RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29189],ZFR2
ENSG00000167670,NA,NA,CHAF1A,protein_coding,chromatin assembly factor 1 subunit A [Source:HGNC Symbol;Acc:HGNC:1910],CHAF1A
ENSG00000167671,NA,NA,UBXN6,protein_coding,UBX domain protein 6 [Source:HGNC Symbol;Acc:HGNC:14928],UBXN6
ENSG00000167676,NA,NA,PLIN4,protein_coding,perilipin 4 [Source:HGNC Symbol;Acc:HGNC:29393],PLIN4
ENSG00000185361,NA,NA,TNFAIP8L1,protein_coding,TNF alpha induced protein 8 like 1 [Source:HGNC Symbol;Acc:HGNC:28279],TNFAIP8L1
ENSG00000142002,ENSG00000142002,NA,DPP9,protein_coding,dipeptidyl peptidase 9 [Source:HGNC Symbol;Acc:HGNC:18648],DPP9
ENSG00000276043,NA,NA,UHRF1,protein_coding,ubiquitin like with PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:12556],UHRF1
ENSG00000127663,NA,NA,KDM4B,protein_coding,lysine demethylase 4B [Source:HGNC Symbol;Acc:HGNC:29136],KDM4B
ENSG00000196365,NA,NA,LONP1,protein_coding,"lon peptidase 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:9479]",LONP1
ENSG00000187650,ENSG00000187650,NA,VMAC,protein_coding,vimentin type intermediate filament associated coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:33803],VMAC
ENSG00000031823,NA,NA,RANBP3,protein_coding,RAN binding protein 3 [Source:HGNC Symbol;Acc:HGNC:9850],RANBP3
ENSG00000268861,NA,NA,AC008878.3,protein_coding,Rho/Rac guanine nucleotide exchange factor 18 [Source:NCBI gene;Acc:23370],AC008878.3
ENSG00000104880,NA,NA,ARHGEF18,protein_coding,Rho/Rac guanine nucleotide exchange factor 18 [Source:HGNC Symbol;Acc:HGNC:17090],ARHGEF18
ENSG00000268400,NA,NA,AC008763.2,protein_coding,novel transcript,AC008763.2
ENSG00000076984,NA,NA,MAP2K7,protein_coding,mitogen-activated protein kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6847],MAP2K7
ENSG00000170923,ENSG00000170923,NA,OR7G2,protein_coding,olfactory receptor family 7 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:8466],OR7G2
ENSG00000174652,ENSG00000174652,NA,ZNF266,protein_coding,zinc finger protein 266 [Source:HGNC Symbol;Acc:HGNC:13059],ZNF266
ENSG00000197961,NA,NA,ZNF121,protein_coding,zinc finger protein 121 [Source:HGNC Symbol;Acc:HGNC:12904],ZNF121
ENSG00000243207,NA,NA,PPAN-P2RY11,protein_coding,PPAN-P2RY11 readthrough [Source:HGNC Symbol;Acc:HGNC:33526],PPAN-P2RY11
ENSG00000130816,NA,NA,DNMT1,protein_coding,DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2976],DNMT1
ENSG00000267534,ENSG00000267534,NA,S1PR2,protein_coding,sphingosine-1-phosphate receptor 2 [Source:HGNC Symbol;Acc:HGNC:3169],S1PR2
ENSG00000090339,NA,NA,ICAM1,protein_coding,intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344],ICAM1
ENSG00000079805,NA,NA,DNM2,protein_coding,dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974],DNM2
ENSG00000197256,NA,NA,KANK2,protein_coding,KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:29300],KANK2
ENSG00000130167,NA,NA,TSPAN16,protein_coding,tetraspanin 16 [Source:HGNC Symbol;Acc:HGNC:30725],TSPAN16
ENSG00000105520,ENSG00000105520,NA,PLPPR2,protein_coding,phospholipid phosphatase related 2 [Source:HGNC Symbol;Acc:HGNC:29566],PLPPR2
ENSG00000130159,NA,NA,ECSIT,protein_coding,ECSIT signalling integrator [Source:HGNC Symbol;Acc:HGNC:29548],ECSIT
ENSG00000130176,NA,NA,CNN1,protein_coding,calponin 1 [Source:HGNC Symbol;Acc:HGNC:2155],CNN1
ENSG00000173875,NA,NA,ZNF791,protein_coding,zinc finger protein 791 [Source:HGNC Symbol;Acc:HGNC:26895],ZNF791
ENSG00000104774,NA,NA,MAN2B1,protein_coding,mannosidase alpha class 2B member 1 [Source:HGNC Symbol;Acc:HGNC:6826],MAN2B1
ENSG00000285589,NA,NA,AC010422.8,protein_coding,novel transcript,AC010422.8
ENSG00000095059,NA,NA,DHPS,protein_coding,deoxyhypusine synthase [Source:HGNC Symbol;Acc:HGNC:2869],DHPS
ENSG00000179218,ENSG00000179218,NA,CALR,protein_coding,calreticulin [Source:HGNC Symbol;Acc:HGNC:1455],CALR
ENSG00000179262,NA,NA,RAD23A,protein_coding,"RAD23 homolog A, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9812]",RAD23A
ENSG00000008441,NA,NA,NFIX,protein_coding,nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788],NFIX
ENSG00000104915,NA,NA,STX10,protein_coding,syntaxin 10 [Source:HGNC Symbol;Acc:HGNC:11428],STX10
ENSG00000072071,NA,NA,ADGRL1,protein_coding,adhesion G protein-coupled receptor L1 [Source:HGNC Symbol;Acc:HGNC:20973],ADGRL1
ENSG00000094661,NA,NA,OR1I1,protein_coding,olfactory receptor family 1 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:8207],OR1I1
ENSG00000105127,NA,NA,AKAP8,protein_coding,A-kinase anchoring protein 8 [Source:HGNC Symbol;Acc:HGNC:378],AKAP8
ENSG00000172519,NA,NA,OR10H5,protein_coding,olfactory receptor family 10 subfamily H member 5 [Source:HGNC Symbol;Acc:HGNC:15389],OR10H5
ENSG00000105058,NA,NA,FAM32A,protein_coding,family with sequence similarity 32 member A [Source:HGNC Symbol;Acc:HGNC:24563],FAM32A
ENSG00000072958,NA,NA,AP1M1,protein_coding,adaptor related protein complex 1 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:13667],AP1M1
ENSG00000072954,NA,NA,TMEM38A,protein_coding,transmembrane protein 38A [Source:HGNC Symbol;Acc:HGNC:28462],TMEM38A
ENSG00000188039,ENSG00000188039,NA,NWD1,protein_coding,NACHT and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27619],NWD1
ENSG00000160111,NA,NA,CPAMD8,protein_coding,"C3 and PZP like, alpha-2-macroglobulin domain containing 8 [Source:HGNC Symbol;Acc:HGNC:23228]",CPAMD8
ENSG00000099331,NA,NA,MYO9B,protein_coding,myosin IXB [Source:HGNC Symbol;Acc:HGNC:7609],MYO9B
ENSG00000160117,NA,NA,ANKLE1,protein_coding,ankyrin repeat and LEM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26812],ANKLE1
ENSG00000130304,NA,NA,SLC27A1,protein_coding,solute carrier family 27 member 1 [Source:HGNC Symbol;Acc:HGNC:10995],SLC27A1
ENSG00000167483,NA,NA,FAM129C,protein_coding,family with sequence similarity 129 member C [Source:HGNC Symbol;Acc:HGNC:24130],FAM129C
ENSG00000130477,ENSG00000130477,NA,UNC13A,protein_coding,unc-13 homolog A [Source:HGNC Symbol;Acc:HGNC:23150],UNC13A
ENSG00000179913,NA,NA,B3GNT3,protein_coding,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:13528]",B3GNT3
ENSG00000105643,NA,NA,ARRDC2,protein_coding,arrestin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25225],ARRDC2
ENSG00000099308,NA,NA,MAST3,protein_coding,microtubule associated serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:19036],MAST3
ENSG00000130517,ENSG00000130517,NA,PGPEP1,protein_coding,pyroglutamyl-peptidase I [Source:HGNC Symbol;Acc:HGNC:13568],PGPEP1
ENSG00000105662,ENSG00000105662,NA,CRTC1,protein_coding,CREB regulated transcription coactivator 1 [Source:HGNC Symbol;Acc:HGNC:16062],CRTC1
ENSG00000223802,NA,NA,CERS1,protein_coding,ceramide synthase 1 [Source:HGNC Symbol;Acc:HGNC:14253],CERS1
ENSG00000064607,NA,NA,SUGP2,protein_coding,SURP and G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18641],SUGP2
ENSG00000181035,NA,NA,SLC25A42,protein_coding,solute carrier family 25 member 42 [Source:HGNC Symbol;Acc:HGNC:28380],SLC25A42
ENSG00000254901,NA,NA,BORCS8,protein_coding,BLOC-1 related complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:37247],BORCS8
ENSG00000256229,NA,NA,ZNF486,protein_coding,zinc finger protein 486 [Source:HGNC Symbol;Acc:HGNC:20807],ZNF486
ENSG00000188171,NA,NA,ZNF626,protein_coding,zinc finger protein 626 [Source:HGNC Symbol;Acc:HGNC:30461],ZNF626
ENSG00000196268,NA,NA,ZNF493,protein_coding,zinc finger protein 493 [Source:HGNC Symbol;Acc:HGNC:23708],ZNF493
ENSG00000213973,NA,NA,ZNF99,protein_coding,zinc finger protein 99 [Source:HGNC Symbol;Acc:HGNC:13175],ZNF99
ENSG00000131943,NA,NA,C19orf12,protein_coding,chromosome 19 open reading frame 12 [Source:HGNC Symbol;Acc:HGNC:25443],C19orf12
ENSG00000105176,ENSG00000105176,NA,URI1,protein_coding,"URI1, prefoldin like chaperone [Source:HGNC Symbol;Acc:HGNC:13236]",URI1
ENSG00000168813,NA,NA,ZNF507,protein_coding,zinc finger protein 507 [Source:HGNC Symbol;Acc:HGNC:23783],ZNF507
ENSG00000186326,NA,NA,RGS9BP,protein_coding,regulator of G protein signaling 9 binding protein [Source:HGNC Symbol;Acc:HGNC:30304],RGS9BP
ENSG00000173809,NA,NA,TDRD12,protein_coding,tudor domain containing 12 [Source:HGNC Symbol;Acc:HGNC:25044],TDRD12
ENSG00000121289,NA,NA,CEP89,protein_coding,centrosomal protein 89 [Source:HGNC Symbol;Acc:HGNC:25907],CEP89
ENSG00000130876,ENSG00000130876,NA,SLC7A10,protein_coding,solute carrier family 7 member 10 [Source:HGNC Symbol;Acc:HGNC:11058],SLC7A10
ENSG00000153885,NA,ENSG00000153885,KCTD15,protein_coding,potassium channel tetramerization domain containing 15 [Source:HGNC Symbol;Acc:HGNC:23297],KCTD15
ENSG00000105220,NA,NA,GPI,protein_coding,glucose-6-phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:4458],GPI
ENSG00000142279,NA,NA,WTIP,protein_coding,WT1 interacting protein [Source:HGNC Symbol;Acc:HGNC:20964],WTIP
ENSG00000105711,NA,NA,SCN1B,protein_coding,sodium voltage-gated channel beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:10586],SCN1B
ENSG00000249115,NA,NA,HAUS5,protein_coding,HAUS augmin like complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:29130],HAUS5
ENSG00000004777,NA,NA,ARHGAP33,protein_coding,Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085],ARHGAP33
ENSG00000161277,NA,NA,THAP8,protein_coding,THAP domain containing 8 [Source:HGNC Symbol;Acc:HGNC:23191],THAP8
ENSG00000075702,ENSG00000075702,NA,WDR62,protein_coding,WD repeat domain 62 [Source:HGNC Symbol;Acc:HGNC:24502],WDR62
ENSG00000189164,NA,NA,ZNF527,protein_coding,zinc finger protein 527 [Source:HGNC Symbol;Acc:HGNC:29385],ZNF527
ENSG00000105738,ENSG00000105738,NA,SIPA1L3,protein_coding,signal induced proliferation associated 1 like 3 [Source:HGNC Symbol;Acc:HGNC:23801],SIPA1L3
ENSG00000099337,NA,NA,KCNK6,protein_coding,potassium two pore domain channel subfamily K member 6 [Source:HGNC Symbol;Acc:HGNC:6281],KCNK6
ENSG00000099338,NA,NA,CATSPERG,protein_coding,cation channel sperm associated auxiliary subunit gamma [Source:HGNC Symbol;Acc:HGNC:25243],CATSPERG
ENSG00000179168,NA,NA,GGN,protein_coding,gametogenetin [Source:HGNC Symbol;Acc:HGNC:18869],GGN
ENSG00000182472,NA,NA,CAPN12,protein_coding,calpain 12 [Source:HGNC Symbol;Acc:HGNC:13249],CAPN12
ENSG00000068903,NA,NA,SIRT2,protein_coding,sirtuin 2 [Source:HGNC Symbol;Acc:HGNC:10886],SIRT2
ENSG00000183760,ENSG00000183760,NA,ACP7,protein_coding,"acid phosphatase 7, tartrate resistant (putative) [Source:HGNC Symbol;Acc:HGNC:33781]",ACP7
ENSG00000196235,NA,NA,SUPT5H,protein_coding,"SPT5 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11469]",SUPT5H
ENSG00000105219,NA,NA,CNTD2,protein_coding,cyclin N-terminal domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25805],CNTD2
ENSG00000105227,ENSG00000105227,NA,PRX,protein_coding,periaxin [Source:HGNC Symbol;Acc:HGNC:13797],PRX
ENSG00000197019,NA,NA,SERTAD1,protein_coding,SERTA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17932],SERTAD1
ENSG00000160460,ENSG00000160460,NA,SPTBN4,protein_coding,"spectrin beta, non-erythrocytic 4 [Source:HGNC Symbol;Acc:HGNC:14896]",SPTBN4
ENSG00000090006,NA,NA,LTBP4,protein_coding,latent transforming growth factor beta binding protein 4 [Source:HGNC Symbol;Acc:HGNC:6717],LTBP4
ENSG00000188493,NA,NA,C19orf54,protein_coding,chromosome 19 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:24758],C19orf54
ENSG00000177191,NA,NA,B3GNT8,protein_coding,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:24139]",B3GNT8
ENSG00000105737,NA,NA,GRIK5,protein_coding,glutamate ionotropic receptor kainate type subunit 5 [Source:HGNC Symbol;Acc:HGNC:4583],GRIK5
ENSG00000079435,NA,NA,LIPE,protein_coding,"lipase E, hormone sensitive type [Source:HGNC Symbol;Acc:HGNC:6621]",LIPE
ENSG00000124469,ENSG00000124469,NA,CEACAM8,protein_coding,carcinoembryonic antigen related cell adhesion molecule 8 [Source:HGNC Symbol;Acc:HGNC:1820],CEACAM8
ENSG00000170848,ENSG00000170848,NA,PSG6,protein_coding,pregnancy specific beta-1-glycoprotein 6 [Source:HGNC Symbol;Acc:HGNC:9523],PSG6
ENSG00000204936,NA,NA,CD177,protein_coding,CD177 molecule [Source:HGNC Symbol;Acc:HGNC:30072],CD177
ENSG00000167378,NA,NA,IRGQ,protein_coding,immunity related GTPase Q [Source:HGNC Symbol;Acc:HGNC:24868],IRGQ
ENSG00000011422,NA,NA,PLAUR,protein_coding,"plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]",PLAUR
ENSG00000105771,NA,NA,SMG9,protein_coding,"SMG9, nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:25763]",SMG9
ENSG00000204920,NA,NA,ZNF155,protein_coding,zinc finger protein 155 [Source:HGNC Symbol;Acc:HGNC:12940],ZNF155
ENSG00000278318,NA,NA,ZNF229,protein_coding,zinc finger protein 229 [Source:HGNC Symbol;Acc:HGNC:13022],ZNF229
ENSG00000073008,NA,NA,PVR,protein_coding,poliovirus receptor [Source:HGNC Symbol;Acc:HGNC:9705],PVR
ENSG00000104856,NA,NA,RELB,protein_coding,"RELB proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9956]",RELB
ENSG00000267545,NA,NA,AC005779.2,protein_coding,novel transcript,AC005779.2
ENSG00000213889,NA,NA,PPM1N,protein_coding,"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative) [Source:HGNC Symbol;Acc:HGNC:26845]",PPM1N
ENSG00000125741,NA,NA,OPA3,protein_coding,"OPA3, outer mitochondrial membrane lipid metabolism regulator [Source:HGNC Symbol;Acc:HGNC:8142]",OPA3
ENSG00000177464,NA,NA,GPR4,protein_coding,G protein-coupled receptor 4 [Source:HGNC Symbol;Acc:HGNC:4497],GPR4
ENSG00000185800,NA,NA,DMWD,protein_coding,"DM1 locus, WD repeat containing [Source:HGNC Symbol;Acc:HGNC:2936]",DMWD
ENSG00000104967,ENSG00000104967,NA,NOVA2,protein_coding,NOVA alternative splicing regulator 2 [Source:HGNC Symbol;Acc:HGNC:7887],NOVA2
ENSG00000182013,NA,NA,PNMA8A,protein_coding,PNMA family member 8A [Source:HGNC Symbol;Acc:HGNC:25578],PNMA8A
ENSG00000160007,NA,NA,ARHGAP35,protein_coding,Rho GTPase activating protein 35 [Source:HGNC Symbol;Acc:HGNC:4591],ARHGAP35
ENSG00000130749,ENSG00000130749,NA,ZC3H4,protein_coding,zinc finger CCCH-type containing 4 [Source:HGNC Symbol;Acc:HGNC:17808],ZC3H4
ENSG00000176909,NA,ENSG00000176909,MAMSTR,protein_coding,MEF2 activating motif and SAP domain containing transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:26689],MAMSTR
ENSG00000174951,NA,NA,FUT1,protein_coding,fucosyltransferase 1 (H blood group) [Source:HGNC Symbol;Acc:HGNC:4012],FUT1
ENSG00000104852,NA,NA,SNRNP70,protein_coding,small nuclear ribonucleoprotein U1 subunit 70 [Source:HGNC Symbol;Acc:HGNC:11150],SNRNP70
ENSG00000142541,NA,NA,RPL13A,protein_coding,ribosomal protein L13a [Source:HGNC Symbol;Acc:HGNC:10304],RPL13A
ENSG00000126460,NA,NA,PRRG2,protein_coding,proline rich and Gla domain 2 [Source:HGNC Symbol;Acc:HGNC:9470],PRRG2
ENSG00000039650,NA,NA,PNKP,protein_coding,polynucleotide kinase 3'-phosphatase [Source:HGNC Symbol;Acc:HGNC:9154],PNKP
ENSG00000213024,NA,NA,NUP62,protein_coding,nucleoporin 62 [Source:HGNC Symbol;Acc:HGNC:8066],NUP62
ENSG00000161671,NA,NA,EMC10,protein_coding,ER membrane protein complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:27609],EMC10
ENSG00000167748,NA,NA,KLK1,protein_coding,kallikrein 1 [Source:HGNC Symbol;Acc:HGNC:6357],KLK1
ENSG00000167757,NA,NA,KLK11,protein_coding,kallikrein related peptidase 11 [Source:HGNC Symbol;Acc:HGNC:6359],KLK11
ENSG00000105497,NA,NA,ZNF175,protein_coding,zinc finger protein 175 [Source:HGNC Symbol;Acc:HGNC:12964],ZNF175
ENSG00000105509,NA,NA,HAS1,protein_coding,hyaluronan synthase 1 [Source:HGNC Symbol;Acc:HGNC:4818],HAS1
ENSG00000197619,NA,NA,ZNF615,protein_coding,zinc finger protein 615 [Source:HGNC Symbol;Acc:HGNC:24740],ZNF615
ENSG00000105568,ENSG00000105568,NA,PPP2R1A,protein_coding,protein phosphatase 2 scaffold subunit Aalpha [Source:HGNC Symbol;Acc:HGNC:9302],PPP2R1A
ENSG00000196214,NA,NA,ZNF766,protein_coding,zinc finger protein 766 [Source:HGNC Symbol;Acc:HGNC:28063],ZNF766
ENSG00000221923,NA,NA,ZNF880,protein_coding,zinc finger protein 880 [Source:HGNC Symbol;Acc:HGNC:37249],ZNF880
ENSG00000197937,NA,NA,ZNF347,protein_coding,zinc finger protein 347 [Source:HGNC Symbol;Acc:HGNC:16447],ZNF347
ENSG00000126583,NA,NA,PRKCG,protein_coding,protein kinase C gamma [Source:HGNC Symbol;Acc:HGNC:9402],PRKCG
ENSG00000167614,NA,NA,TTYH1,protein_coding,tweety family member 1 [Source:HGNC Symbol;Acc:HGNC:13476],TTYH1
ENSG00000186818,NA,NA,LILRB4,protein_coding,leukocyte immunoglobulin like receptor B4 [Source:HGNC Symbol;Acc:HGNC:6608],LILRB4
ENSG00000160439,NA,NA,RDH13,protein_coding,retinol dehydrogenase 13 [Source:HGNC Symbol;Acc:HGNC:19978],RDH13
ENSG00000131037,ENSG00000131037,NA,EPS8L1,protein_coding,EPS8 like 1 [Source:HGNC Symbol;Acc:HGNC:21295],EPS8L1
ENSG00000129990,NA,NA,SYT5,protein_coding,synaptotagmin 5 [Source:HGNC Symbol;Acc:HGNC:11513],SYT5
ENSG00000267706,NA,NA,AC020922.1,protein_coding,novel transcript,AC020922.1
ENSG00000180043,NA,NA,FAM71E2,protein_coding,family with sequence similarity 71 member E2 [Source:HGNC Symbol;Acc:HGNC:25278],FAM71E2
ENSG00000108107,NA,NA,RPL28,protein_coding,ribosomal protein L28 [Source:HGNC Symbol;Acc:HGNC:10330],RPL28
ENSG00000187902,NA,NA,SHISA7,protein_coding,shisa family member 7 [Source:HGNC Symbol;Acc:HGNC:35409],SHISA7
ENSG00000063245,NA,NA,EPN1,protein_coding,epsin 1 [Source:HGNC Symbol;Acc:HGNC:21604],EPN1
ENSG00000142409,NA,NA,ZNF787,protein_coding,zinc finger protein 787 [Source:HGNC Symbol;Acc:HGNC:26998],ZNF787
ENSG00000197951,NA,NA,ZNF71,protein_coding,zinc finger protein 71 [Source:HGNC Symbol;Acc:HGNC:13141],ZNF71
ENSG00000269699,NA,NA,ZIM2,protein_coding,zinc finger imprinted 2 [Source:HGNC Symbol;Acc:HGNC:12875],ZIM2
ENSG00000083844,NA,NA,ZNF264,protein_coding,zinc finger protein 264 [Source:HGNC Symbol;Acc:HGNC:13057],ZNF264
ENSG00000188785,NA,NA,ZNF548,protein_coding,zinc finger protein 548 [Source:HGNC Symbol;Acc:HGNC:26561],ZNF548
ENSG00000121406,NA,NA,ZNF549,protein_coding,zinc finger protein 549 [Source:HGNC Symbol;Acc:HGNC:26632],ZNF549
ENSG00000152443,NA,NA,ZNF776,protein_coding,zinc finger protein 776 [Source:HGNC Symbol;Acc:HGNC:26765],ZNF776
ENSG00000178935,NA,NA,ZNF552,protein_coding,zinc finger protein 552 [Source:HGNC Symbol;Acc:HGNC:26135],ZNF552
ENSG00000269343,NA,NA,ZNF587B,protein_coding,zinc finger protein 587B [Source:HGNC Symbol;Acc:HGNC:37142],ZNF587B
ENSG00000121413,NA,NA,ZSCAN18,protein_coding,zinc finger and SCAN domain containing 18 [Source:HGNC Symbol;Acc:HGNC:21037],ZSCAN18
ENSG00000283515,NA,NA,AC020915.5,protein_coding,novel transcript,AC020915.5
ENSG00000267216,NA,NA,AC020915.1,protein_coding,novel transcript,AC020915.1
ENSG00000182318,NA,NA,ZSCAN22,protein_coding,zinc finger and SCAN domain containing 22 [Source:HGNC Symbol;Acc:HGNC:4929],ZSCAN22
ENSG00000177663,ENSG00000177663,NA,IL17RA,protein_coding,interleukin 17 receptor A [Source:HGNC Symbol;Acc:HGNC:5985],IL17RA
ENSG00000215193,NA,NA,PEX26,protein_coding,peroxisomal biogenesis factor 26 [Source:HGNC Symbol;Acc:HGNC:22965],PEX26
ENSG00000183628,NA,NA,DGCR6,protein_coding,DiGeorge syndrome critical region gene 6 [Source:HGNC Symbol;Acc:HGNC:2846],DGCR6
ENSG00000100056,NA,NA,ESS2,protein_coding,ess-2 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:16817],ESS2
ENSG00000242259,NA,NA,C22orf39,protein_coding,chromosome 22 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:27012],C22orf39
ENSG00000185838,ENSG00000185838,NA,GNB1L,protein_coding,G protein subunit beta 1 like [Source:HGNC Symbol;Acc:HGNC:4397],GNB1L
ENSG00000215012,NA,NA,RTL10,protein_coding,retrotransposon Gag like 10 [Source:HGNC Symbol;Acc:HGNC:26112],RTL10
ENSG00000099901,NA,NA,RANBP1,protein_coding,RAN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9847],RANBP1
ENSG00000099937,NA,NA,SERPIND1,protein_coding,serpin family D member 1 [Source:HGNC Symbol;Acc:HGNC:4838],SERPIND1
ENSG00000099949,NA,NA,LZTR1,protein_coding,leucine zipper like transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:6742],LZTR1
ENSG00000169635,NA,NA,HIC2,protein_coding,HIC ZBTB transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:18595],HIC2
ENSG00000185651,NA,NA,UBE2L3,protein_coding,ubiquitin conjugating enzyme E2 L3 [Source:HGNC Symbol;Acc:HGNC:12488],UBE2L3
ENSG00000100027,ENSG00000100027,NA,YPEL1,protein_coding,yippee like 1 [Source:HGNC Symbol;Acc:HGNC:12845],YPEL1
ENSG00000100030,ENSG00000100030,ENSG00000100030,MAPK1,protein_coding,mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:6871],MAPK1
ENSG00000100034,NA,NA,PPM1F,protein_coding,"protein phosphatase, Mg2+/Mn2+ dependent 1F [Source:HGNC Symbol;Acc:HGNC:19388]",PPM1F
ENSG00000128266,NA,NA,GNAZ,protein_coding,G protein subunit alpha z [Source:HGNC Symbol;Acc:HGNC:4395],GNAZ
ENSG00000187792,NA,NA,ZNF70,protein_coding,zinc finger protein 70 [Source:HGNC Symbol;Acc:HGNC:13140],ZNF70
ENSG00000099956,NA,NA,SMARCB1,protein_coding,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:HGNC Symbol;Acc:HGNC:11103]",SMARCB1
ENSG00000167037,NA,NA,SGSM1,protein_coding,small G protein signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:29410],SGSM1
ENSG00000100077,ENSG00000100077,NA,GRK3,protein_coding,G protein-coupled receptor kinase 3 [Source:HGNC Symbol;Acc:HGNC:290],GRK3
ENSG00000133454,NA,NA,MYO18B,protein_coding,myosin XVIIIB [Source:HGNC Symbol;Acc:HGNC:18150],MYO18B
ENSG00000180957,NA,NA,PITPNB,protein_coding,phosphatidylinositol transfer protein beta [Source:HGNC Symbol;Acc:HGNC:9002],PITPNB
ENSG00000183765,NA,NA,CHEK2,protein_coding,checkpoint kinase 2 [Source:HGNC Symbol;Acc:HGNC:16627],CHEK2
