human_gene_id,mouse_gene_id,zebrafish_gene_id,gene_name,gene_biotype,description,symbol
ENSG00000145247,ENSG00000145247,NA,OCIAD2,protein_coding,OCIA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28685],OCIAD2
ENSG00000250821,ENSG00000250821,NA,EXOC1L,protein_coding,exocyst complex component 1 like [Source:HGNC Symbol;Acc:HGNC:53433],EXOC1L
ENSG00000138764,ENSG00000138764,NA,CCNG2,protein_coding,cyclin G2 [Source:HGNC Symbol;Acc:HGNC:1593],CCNG2
ENSG00000173085,ENSG00000173085,NA,COQ2,protein_coding,"coenzyme Q2, polyprenyltransferase [Source:HGNC Symbol;Acc:HGNC:25223]",COQ2
ENSG00000163625,ENSG00000163625,NA,WDFY3,protein_coding,WD repeat and FYVE domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20751],WDFY3
ENSG00000163633,ENSG00000163633,NA,C4orf36,protein_coding,chromosome 4 open reading frame 36 [Source:HGNC Symbol;Acc:HGNC:28386],C4orf36
ENSG00000285458,ENSG00000285458,NA,AC093827.5,protein_coding,novel protein,AC093827.5
ENSG00000170502,ENSG00000170502,NA,NUDT9,protein_coding,nudix hydrolase 9 [Source:HGNC Symbol;Acc:HGNC:8056],NUDT9
ENSG00000090615,ENSG00000090615,NA,GOLGA3,protein_coding,golgin A3 [Source:HGNC Symbol;Acc:HGNC:4426],GOLGA3
ENSG00000183765,ENSG00000183765,NA,CHEK2,protein_coding,checkpoint kinase 2 [Source:HGNC Symbol;Acc:HGNC:16627],CHEK2
ENSG00000169184,ENSG00000169184,NA,MN1,protein_coding,"MN1 proto-oncogene, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:7180]",MN1
ENSG00000100109,ENSG00000100109,NA,TFIP11,protein_coding,tuftelin interacting protein 11 [Source:HGNC Symbol;Acc:HGNC:17165],TFIP11
ENSG00000111786,ENSG00000111786,NA,SRSF9,protein_coding,serine and arginine rich splicing factor 9 [Source:HGNC Symbol;Acc:HGNC:10791],SRSF9
ENSG00000139405,ENSG00000139405,NA,RITA1,protein_coding,RBPJ interacting and tubulin associated 1 [Source:HGNC Symbol;Acc:HGNC:25925],RITA1
ENSG00000135144,ENSG00000135144,NA,DTX1,protein_coding,deltex E3 ubiquitin ligase 1 [Source:HGNC Symbol;Acc:HGNC:3060],DTX1
ENSG00000122970,ENSG00000122970,NA,IFT81,protein_coding,intraflagellar transport 81 [Source:HGNC Symbol;Acc:HGNC:14313],IFT81
ENSG00000089094,ENSG00000089094,NA,KDM2B,protein_coding,lysine demethylase 2B [Source:HGNC Symbol;Acc:HGNC:13610],KDM2B
ENSG00000158023,ENSG00000158023,NA,WDR66,protein_coding,WD repeat domain 66 [Source:HGNC Symbol;Acc:HGNC:28506],WDR66
ENSG00000182196,ENSG00000182196,NA,ARL6IP4,protein_coding,ADP ribosylation factor like GTPase 6 interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:18076],ARL6IP4
ENSG00000169919,ENSG00000169919,NA,GUSB,protein_coding,glucuronidase beta [Source:HGNC Symbol;Acc:HGNC:4696],GUSB
ENSG00000174428,ENSG00000174428,NA,GTF2IRD2B,protein_coding,GTF2I repeat domain containing 2B [Source:HGNC Symbol;Acc:HGNC:33125],GTF2IRD2B
ENSG00000196275,ENSG00000196275,NA,GTF2IRD2,protein_coding,GTF2I repeat domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30775],GTF2IRD2
ENSG00000165215,ENSG00000165215,NA,CLDN3,protein_coding,claudin 3 [Source:HGNC Symbol;Acc:HGNC:2045],CLDN3
ENSG00000160963,ENSG00000160963,NA,COL26A1,protein_coding,collagen type XXVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:18038],COL26A1
ENSG00000177706,ENSG00000177706,NA,FAM20C,protein_coding,"FAM20C, golgi associated secretory pathway kinase [Source:HGNC Symbol;Acc:HGNC:22140]",FAM20C
ENSG00000197461,ENSG00000197461,NA,PDGFA,protein_coding,platelet derived growth factor subunit A [Source:HGNC Symbol;Acc:HGNC:8799],PDGFA
ENSG00000178381,ENSG00000178381,NA,ZFAND2A,protein_coding,zinc finger AN1-type containing 2A [Source:HGNC Symbol;Acc:HGNC:28073],ZFAND2A
ENSG00000198517,ENSG00000198517,NA,MAFK,protein_coding,MAF bZIP transcription factor K [Source:HGNC Symbol;Acc:HGNC:6782],MAFK
ENSG00000146555,ENSG00000146555,NA,SDK1,protein_coding,sidekick cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:19307],SDK1
ENSG00000157927,ENSG00000157927,NA,RADIL,protein_coding,Rap associating with DIL domain [Source:HGNC Symbol;Acc:HGNC:22226],RADIL
ENSG00000139618,ENSG00000139618,NA,BRCA2,protein_coding,"BRCA2, DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1101]",BRCA2
ENSG00000127920,ENSG00000127920,NA,GNG11,protein_coding,G protein subunit gamma 11 [Source:HGNC Symbol;Acc:HGNC:4403],GNG11
ENSG00000242265,ENSG00000242265,NA,PEG10,protein_coding,paternally expressed 10 [Source:HGNC Symbol;Acc:HGNC:14005],PEG10
ENSG00000004866,ENSG00000004866,NA,ST7,protein_coding,suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351],ST7
ENSG00000128524,ENSG00000128524,NA,ATP6V1F,protein_coding,ATPase H+ transporting V1 subunit F [Source:HGNC Symbol;Acc:HGNC:16832],ATP6V1F
ENSG00000128602,ENSG00000128602,NA,SMO,protein_coding,"smoothened, frizzled class receptor [Source:HGNC Symbol;Acc:HGNC:11119]",SMO
ENSG00000172331,ENSG00000172331,NA,BPGM,protein_coding,bisphosphoglycerate mutase [Source:HGNC Symbol;Acc:HGNC:1093],BPGM
ENSG00000133597,ENSG00000133597,NA,ADCK2,protein_coding,aarF domain containing kinase 2 [Source:HGNC Symbol;Acc:HGNC:19039],ADCK2
ENSG00000165076,ENSG00000165076,NA,PRSS37,protein_coding,serine protease 37 [Source:HGNC Symbol;Acc:HGNC:29211],PRSS37
ENSG00000258083,ENSG00000258083,NA,OR9A4,protein_coding,olfactory receptor family 9 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:15095],OR9A4
ENSG00000106144,ENSG00000106144,NA,CASP2,protein_coding,caspase 2 [Source:HGNC Symbol;Acc:HGNC:1503],CASP2
ENSG00000221813,ENSG00000221813,NA,OR6B1,protein_coding,olfactory receptor family 6 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:8354],OR6B1
ENSG00000212807,ENSG00000212807,NA,OR2A42,protein_coding,olfactory receptor family 2 subfamily A member 42 [Source:HGNC Symbol;Acc:HGNC:31230],OR2A42
ENSG00000221970,ENSG00000221970,NA,OR2A1,protein_coding,olfactory receptor family 2 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8229],OR2A1
ENSG00000002726,ENSG00000002726,NA,AOC1,protein_coding,"amine oxidase, copper containing 1 [Source:HGNC Symbol;Acc:HGNC:80]",AOC1
ENSG00000153814,ENSG00000153814,ENSG00000153814,JAZF1,protein_coding,JAZF zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:28917],JAZF1
ENSG00000180347,ENSG00000180347,NA,ITPRID1,protein_coding,ITPR interacting domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27363],ITPRID1
ENSG00000239305,ENSG00000239305,NA,RNF103,protein_coding,ring finger protein 103 [Source:HGNC Symbol;Acc:HGNC:12859],RNF103
ENSG00000176407,ENSG00000176407,NA,KCMF1,protein_coding,potassium channel modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:20589],KCMF1
ENSG00000115386,ENSG00000115386,NA,REG1A,protein_coding,regenerating family member 1 alpha [Source:HGNC Symbol;Acc:HGNC:9951],REG1A
ENSG00000114993,ENSG00000114993,NA,RTKN,protein_coding,rhotekin [Source:HGNC Symbol;Acc:HGNC:10466],RTKN
ENSG00000184897,ENSG00000184897,NA,H1FX,protein_coding,H1 histone family member X [Source:HGNC Symbol;Acc:HGNC:4722],H1FX
ENSG00000074416,ENSG00000074416,NA,MGLL,protein_coding,monoglyceride lipase [Source:HGNC Symbol;Acc:HGNC:17038],MGLL
ENSG00000114631,ENSG00000114631,NA,PODXL2,protein_coding,podocalyxin like 2 [Source:HGNC Symbol;Acc:HGNC:17936],PODXL2
ENSG00000197763,ENSG00000197763,NA,TXNRD3,protein_coding,thioredoxin reductase 3 [Source:HGNC Symbol;Acc:HGNC:20667],TXNRD3
ENSG00000170860,ENSG00000170860,NA,LSM3,protein_coding,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17874]",LSM3
ENSG00000172986,ENSG00000172986,NA,GXYLT2,protein_coding,glucoside xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:33383],GXYLT2
ENSG00000156959,ENSG00000156959,NA,LHFPL4,protein_coding,LHFPL tetraspan subfamily member 4 [Source:HGNC Symbol;Acc:HGNC:29568],LHFPL4
ENSG00000132155,ENSG00000132155,NA,RAF1,protein_coding,"Raf-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:9829]",RAF1
ENSG00000111640,ENSG00000111640,NA,GAPDH,protein_coding,glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4141],GAPDH
ENSG00000111262,ENSG00000111262,ENSG00000111262,KCNA1,protein_coding,potassium voltage-gated channel subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:6218],KCNA1
ENSG00000047621,ENSG00000047621,NA,C12orf4,protein_coding,chromosome 12 open reading frame 4 [Source:HGNC Symbol;Acc:HGNC:1184],C12orf4
ENSG00000111218,ENSG00000111218,NA,PRMT8,protein_coding,protein arginine methyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:5188],PRMT8
ENSG00000139083,ENSG00000139083,NA,ETV6,protein_coding,ETS variant 6 [Source:HGNC Symbol;Acc:HGNC:3495],ETV6
ENSG00000152936,ENSG00000152936,NA,LMNTD1,protein_coding,lamin tail domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26683],LMNTD1
ENSG00000105321,ENSG00000105321,NA,CCDC9,protein_coding,coiled-coil domain containing 9 [Source:HGNC Symbol;Acc:HGNC:24560],CCDC9
ENSG00000142252,ENSG00000142252,NA,GEMIN7,protein_coding,gem nuclear organelle associated protein 7 [Source:HGNC Symbol;Acc:HGNC:20045],GEMIN7
ENSG00000213892,ENSG00000213892,NA,CEACAM16,protein_coding,carcinoembryonic antigen related cell adhesion molecule 16 [Source:HGNC Symbol;Acc:HGNC:31948],CEACAM16
ENSG00000130755,ENSG00000130755,NA,GMFG,protein_coding,glia maturation factor gamma [Source:HGNC Symbol;Acc:HGNC:4374],GMFG
ENSG00000068903,ENSG00000068903,NA,SIRT2,protein_coding,sirtuin 2 [Source:HGNC Symbol;Acc:HGNC:10886],SIRT2
ENSG00000099338,ENSG00000099338,NA,CATSPERG,protein_coding,cation channel sperm associated auxiliary subunit gamma [Source:HGNC Symbol;Acc:HGNC:25243],CATSPERG
ENSG00000188283,ENSG00000188283,NA,ZNF383,protein_coding,zinc finger protein 383 [Source:HGNC Symbol;Acc:HGNC:18609],ZNF383
ENSG00000254004,ENSG00000254004,NA,ZNF260,protein_coding,zinc finger protein 260 [Source:HGNC Symbol;Acc:HGNC:13499],ZNF260
ENSG00000105707,ENSG00000105707,NA,HPN,protein_coding,hepsin [Source:HGNC Symbol;Acc:HGNC:5155],HPN
ENSG00000186326,ENSG00000186326,NA,RGS9BP,protein_coding,regulator of G protein signaling 9 binding protein [Source:HGNC Symbol;Acc:HGNC:30304],RGS9BP
ENSG00000121297,ENSG00000121297,NA,TSHZ3,protein_coding,teashirt zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:30700],TSHZ3
ENSG00000187135,ENSG00000187135,NA,VSTM2B,protein_coding,V-set and transmembrane domain containing 2B [Source:HGNC Symbol;Acc:HGNC:33595],VSTM2B
ENSG00000167754,ENSG00000167754,NA,KLK5,protein_coding,kallikrein related peptidase 5 [Source:HGNC Symbol;Acc:HGNC:6366],KLK5
ENSG00000167751,ENSG00000167751,NA,KLK2,protein_coding,kallikrein related peptidase 2 [Source:HGNC Symbol;Acc:HGNC:6363],KLK2
ENSG00000142515,ENSG00000142515,NA,KLK3,protein_coding,kallikrein related peptidase 3 [Source:HGNC Symbol;Acc:HGNC:6364],KLK3
ENSG00000131408,ENSG00000131408,NA,NR1H2,protein_coding,nuclear receptor subfamily 1 group H member 2 [Source:HGNC Symbol;Acc:HGNC:7965],NR1H2
ENSG00000105053,ENSG00000105053,ENSG00000105053,VRK3,protein_coding,vaccinia related kinase 3 [Source:HGNC Symbol;Acc:HGNC:18996],VRK3
ENSG00000074219,ENSG00000074219,NA,TEAD2,protein_coding,TEA domain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11715],TEAD2
ENSG00000110768,ENSG00000110768,NA,GTF2H1,protein_coding,general transcription factor IIH subunit 1 [Source:HGNC Symbol;Acc:HGNC:4655],GTF2H1
ENSG00000128731,ENSG00000128731,NA,HERC2,protein_coding,HECT and RLD domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:4868],HERC2
ENSG00000254585,ENSG00000254585,NA,MAGEL2,protein_coding,MAGE family member L2 [Source:HGNC Symbol;Acc:HGNC:6814],MAGEL2
ENSG00000034053,ENSG00000034053,NA,APBA2,protein_coding,amyloid beta precursor protein binding family A member 2 [Source:HGNC Symbol;Acc:HGNC:579],APBA2
ENSG00000131873,ENSG00000131873,NA,CHSY1,protein_coding,chondroitin sulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:17198],CHSY1
ENSG00000183060,ENSG00000183060,NA,LYSMD4,protein_coding,LysM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26571],LYSMD4
ENSG00000173575,ENSG00000173575,NA,CHD2,protein_coding,chromodomain helicase DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1917],CHD2
ENSG00000170776,ENSG00000170776,NA,AKAP13,protein_coding,A-kinase anchoring protein 13 [Source:HGNC Symbol;Acc:HGNC:371],AKAP13
ENSG00000140564,ENSG00000140564,NA,FURIN,protein_coding,"furin, paired basic amino acid cleaving enzyme [Source:HGNC Symbol;Acc:HGNC:8568]",FURIN
ENSG00000149256,ENSG00000149256,NA,TENM4,protein_coding,teneurin transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:29945],TENM4
ENSG00000132109,ENSG00000132109,NA,TRIM21,protein_coding,tripartite motif containing 21 [Source:HGNC Symbol;Acc:HGNC:11312],TRIM21
ENSG00000279486,ENSG00000279486,NA,OR2AG1,protein_coding,olfactory receptor family 2 subfamily AG member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15142],OR2AG1
ENSG00000188124,ENSG00000188124,NA,OR2AG2,protein_coding,olfactory receptor family 2 subfamily AG member 2 [Source:HGNC Symbol;Acc:HGNC:15143],OR2AG2
ENSG00000166387,ENSG00000166387,NA,PPFIBP2,protein_coding,PPFIA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9250],PPFIBP2
ENSG00000133794,ENSG00000133794,NA,ARNTL,protein_coding,aryl hydrocarbon receptor nuclear translocator like [Source:HGNC Symbol;Acc:HGNC:701],ARNTL
ENSG00000122254,ENSG00000122254,NA,HS3ST2,protein_coding,heparan sulfate-glucosamine 3-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:5195],HS3ST2
ENSG00000178188,ENSG00000178188,ENSG00000178188,SH2B1,protein_coding,SH2B adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30417],SH2B1
ENSG00000169957,ENSG00000169957,NA,ZNF768,protein_coding,zinc finger protein 768 [Source:HGNC Symbol;Acc:HGNC:26273],ZNF768
ENSG00000156858,ENSG00000156858,NA,PRR14,protein_coding,proline rich 14 [Source:HGNC Symbol;Acc:HGNC:28458],PRR14
ENSG00000148848,ENSG00000148848,NA,ADAM12,protein_coding,ADAM metallopeptidase domain 12 [Source:HGNC Symbol;Acc:HGNC:190],ADAM12
ENSG00000148826,ENSG00000148826,NA,NKX6-2,protein_coding,NK6 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:19321],NKX6-2
ENSG00000120889,ENSG00000120889,NA,TNFRSF10B,protein_coding,TNF receptor superfamily member 10b [Source:HGNC Symbol;Acc:HGNC:11905],TNFRSF10B
ENSG00000173530,ENSG00000173530,NA,TNFRSF10D,protein_coding,TNF receptor superfamily member 10d [Source:HGNC Symbol;Acc:HGNC:11907],TNFRSF10D
ENSG00000173535,ENSG00000173535,NA,TNFRSF10C,protein_coding,TNF receptor superfamily member 10c [Source:HGNC Symbol;Acc:HGNC:11906],TNFRSF10C
ENSG00000120265,ENSG00000120265,NA,PCMT1,protein_coding,protein-L-isoaspartate (D-aspartate) O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8728],PCMT1
ENSG00000131023,ENSG00000131023,NA,LATS1,protein_coding,large tumor suppressor kinase 1 [Source:HGNC Symbol;Acc:HGNC:6514],LATS1
ENSG00000169976,ENSG00000169976,NA,SF3B5,protein_coding,splicing factor 3b subunit 5 [Source:HGNC Symbol;Acc:HGNC:21083],SF3B5
ENSG00000118495,ENSG00000118495,NA,PLAGL1,protein_coding,PLAG1 like zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:9046],PLAGL1
ENSG00000111832,ENSG00000111832,NA,RWDD1,protein_coding,RWD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20993],RWDD1
ENSG00000249853,ENSG00000249853,NA,HS3ST5,protein_coding,heparan sulfate-glucosamine 3-sulfotransferase 5 [Source:HGNC Symbol;Acc:HGNC:19419],HS3ST5
ENSG00000135596,ENSG00000135596,NA,MICAL1,protein_coding,"microtubule associated monooxygenase, calponin and LIM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20619]",MICAL1
ENSG00000122863,ENSG00000122863,NA,CHST3,protein_coding,carbohydrate sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:1971],CHST3
ENSG00000166224,ENSG00000166224,NA,SGPL1,protein_coding,sphingosine-1-phosphate lyase 1 [Source:HGNC Symbol;Acc:HGNC:10817],SGPL1
ENSG00000186716,ENSG00000186716,NA,BCR,protein_coding,"BCR, RhoGEF and GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:1014]",BCR
ENSG00000105556,ENSG00000105556,NA,MIER2,protein_coding,MIER family member 2 [Source:HGNC Symbol;Acc:HGNC:29210],MIER2
ENSG00000099624,ENSG00000099624,NA,ATP5F1D,protein_coding,ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837],ATP5F1D
ENSG00000160953,ENSG00000160953,NA,MUM1,protein_coding,melanoma associated antigen (mutated) 1 [Source:HGNC Symbol;Acc:HGNC:29641],MUM1
ENSG00000227500,ENSG00000227500,NA,SCAMP4,protein_coding,secretory carrier membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:30385],SCAMP4
ENSG00000064961,ENSG00000064961,NA,HMG20B,protein_coding,high mobility group 20B [Source:HGNC Symbol;Acc:HGNC:5002],HMG20B
ENSG00000125910,ENSG00000125910,NA,S1PR4,protein_coding,sphingosine-1-phosphate receptor 4 [Source:HGNC Symbol;Acc:HGNC:3170],S1PR4
ENSG00000185480,ENSG00000185480,NA,PARPBP,protein_coding,PARP1 binding protein [Source:HGNC Symbol;Acc:HGNC:26074],PARPBP
ENSG00000057704,ENSG00000057704,NA,TMCC3,protein_coding,transmembrane and coiled-coil domain family 3 [Source:HGNC Symbol;Acc:HGNC:29199],TMCC3
ENSG00000139318,ENSG00000139318,NA,DUSP6,protein_coding,dual specificity phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:3072],DUSP6
ENSG00000135679,ENSG00000135679,NA,MDM2,protein_coding,MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973],MDM2
ENSG00000198673,ENSG00000198673,NA,FAM19A2,protein_coding,"family with sequence similarity 19 member A2, C-C motif chemokine like [Source:HGNC Symbol;Acc:HGNC:21589]",FAM19A2
ENSG00000175215,ENSG00000175215,NA,CTDSP2,protein_coding,CTD small phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:17077],CTDSP2
ENSG00000139579,ENSG00000139579,NA,NABP2,protein_coding,nucleic acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28412],NABP2
ENSG00000185821,ENSG00000185821,NA,OR6C76,protein_coding,olfactory receptor family 6 subfamily C member 76 [Source:HGNC Symbol;Acc:HGNC:31305],OR6C76
ENSG00000153487,ENSG00000153487,NA,ING1,protein_coding,inhibitor of growth family member 1 [Source:HGNC Symbol;Acc:HGNC:6062],ING1
ENSG00000088448,ENSG00000088448,NA,ANKRD10,protein_coding,ankyrin repeat domain 10 [Source:HGNC Symbol;Acc:HGNC:20265],ANKRD10
ENSG00000126217,ENSG00000126217,NA,MCF2L,protein_coding,MCF.2 cell line derived transforming sequence like [Source:HGNC Symbol;Acc:HGNC:14576],MCF2L
ENSG00000126218,ENSG00000126218,NA,F10,protein_coding,coagulation factor X [Source:HGNC Symbol;Acc:HGNC:3528],F10
ENSG00000172301,ENSG00000172301,NA,COPRS,protein_coding,coordinator of PRMT5 and differentiation stimulator [Source:HGNC Symbol;Acc:HGNC:28848],COPRS
ENSG00000188676,ENSG00000188676,NA,IDO2,protein_coding,"indoleamine 2,3-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:27269]",IDO2
ENSG00000147548,ENSG00000147548,NA,NSD3,protein_coding,nuclear receptor binding SET domain protein 3 [Source:HGNC Symbol;Acc:HGNC:12767],NSD3
ENSG00000147465,ENSG00000147465,NA,STAR,protein_coding,steroidogenic acute regulatory protein [Source:HGNC Symbol;Acc:HGNC:11359],STAR
ENSG00000164741,ENSG00000164741,NA,DLC1,protein_coding,DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897],DLC1
ENSG00000187821,ENSG00000187821,NA,HELT,protein_coding,helt bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:33783],HELT
ENSG00000168556,ENSG00000168556,NA,ING2,protein_coding,inhibitor of growth family member 2 [Source:HGNC Symbol;Acc:HGNC:6063],ING2
ENSG00000109576,ENSG00000109576,NA,AADAT,protein_coding,aminoadipate aminotransferase [Source:HGNC Symbol;Acc:HGNC:17929],AADAT
ENSG00000145439,ENSG00000145439,NA,CBR4,protein_coding,carbonyl reductase 4 [Source:HGNC Symbol;Acc:HGNC:25891],CBR4
ENSG00000129116,ENSG00000129116,NA,PALLD,protein_coding,"palladin, cytoskeletal associated protein [Source:HGNC Symbol;Acc:HGNC:17068]",PALLD
ENSG00000104611,ENSG00000104611,NA,SH2D4A,protein_coding,SH2 domain containing 4A [Source:HGNC Symbol;Acc:HGNC:26102],SH2D4A
ENSG00000006016,ENSG00000006016,NA,CRLF1,protein_coding,cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364],CRLF1
ENSG00000105701,ENSG00000105701,NA,FKBP8,protein_coding,FK506 binding protein 8 [Source:HGNC Symbol;Acc:HGNC:3724],FKBP8
ENSG00000130520,ENSG00000130520,NA,LSM4,protein_coding,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17259]",LSM4
ENSG00000096996,ENSG00000096996,NA,IL12RB1,protein_coding,interleukin 12 receptor subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:5971],IL12RB1
ENSG00000130299,ENSG00000130299,NA,GTPBP3,protein_coding,"GTP binding protein 3, mitochondrial [Source:HGNC Symbol;Acc:HGNC:14880]",GTPBP3
ENSG00000269755,ENSG00000269755,NA,AC008758.6,protein_coding,novel transcript,AC008758.6
ENSG00000151617,ENSG00000151617,NA,EDNRA,protein_coding,endothelin receptor type A [Source:HGNC Symbol;Acc:HGNC:3179],EDNRA
ENSG00000170185,ENSG00000170185,NA,USP38,protein_coding,ubiquitin specific peptidase 38 [Source:HGNC Symbol;Acc:HGNC:20067],USP38
ENSG00000179387,ENSG00000179387,NA,ELMOD2,protein_coding,ELMO domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28111],ELMOD2
ENSG00000123143,ENSG00000123143,NA,PKN1,protein_coding,protein kinase N1 [Source:HGNC Symbol;Acc:HGNC:9405],PKN1
ENSG00000103460,ENSG00000103460,NA,TOX3,protein_coding,TOX high mobility group box family member 3 [Source:HGNC Symbol;Acc:HGNC:11972],TOX3
ENSG00000198848,ENSG00000198848,NA,CES1,protein_coding,carboxylesterase 1 [Source:HGNC Symbol;Acc:HGNC:1863],CES1
ENSG00000102934,ENSG00000102934,NA,PLLP,protein_coding,plasmolipin [Source:HGNC Symbol;Acc:HGNC:18553],PLLP
ENSG00000166589,ENSG00000166589,NA,CDH16,protein_coding,cadherin 16 [Source:HGNC Symbol;Acc:HGNC:1755],CDH16
ENSG00000141098,ENSG00000141098,NA,GFOD2,protein_coding,glucose-fructose oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28159],GFOD2
ENSG00000132613,ENSG00000132613,NA,MTSS1L,protein_coding,"MTSS1L, I-BAR domain containing [Source:HGNC Symbol;Acc:HGNC:25094]",MTSS1L
ENSG00000186187,ENSG00000186187,NA,ZNRF1,protein_coding,zinc and ring finger 1 [Source:HGNC Symbol;Acc:HGNC:18452],ZNRF1
ENSG00000166451,ENSG00000166451,NA,CENPN,protein_coding,centromere protein N [Source:HGNC Symbol;Acc:HGNC:30873],CENPN
ENSG00000103175,ENSG00000103175,NA,WFDC1,protein_coding,WAP four-disulfide core domain 1 [Source:HGNC Symbol;Acc:HGNC:15466],WFDC1
